"","Last","First","Office","County","Year","Month","Day","CleanedFirst","Gender","RefineGender"
"26907","Wynne","Robt. E.","LINN FLATT","Nacogdoches",1850,"8","21","Robt","male","male"
"26908","Boykin","Wm. S.","LINN FLATT","Nacogdoches",1853,"7","16","Wm",NA,"male"
"26909","Henderson","Thos. R.","LINN FLATT","Nacogdoches",1855,"4","20","Thos",NA,"male"
"26910","Massey","Wm. S.","LINN FLATT","Nacogdoches",1856,"1","19","Wm",NA,"male"
"26911","Boykin","Osborne H.","LINN FLATT","Nacogdoches",1856,"7","5","Osborne","male","male"
"26912","Patton","S. F.","LINN FLATT","Nacogdoches",1861,"7","12","S","male","male"
"26913","Pool","S. V.","LINN FLATT","Nacogdoches",1861,"9","3","S","male","male"
"26914","Weatherby","F. S.","LINN FLATT","Nacogdoches",1864,"11","23","F","male","male"
"26915","Liles","R. H.","LINN FLATT","Nacogdoches",1866,"10","9","R","male","male"
"26916","Lewelling","John H.","LINN FLATT","Nacogdoches",1866,"11","15","John","male","male"
"26917","Langston","Jordan L.","LINN FLATT","Nacogdoches",1874,"11","27","Jordan","male","male"
"26918","Branch","E. C","LINN FLATT","Nacogdoches",1884,"1","5","E","female","female"
"26919","Langston","Mrs. Jo. Ella","LINN FLATT","Nacogdoches",1884,"1","22","Jo","male","female"
"26920","Brewer","Henry E.","LINN FLATT","Nacogdoches",1884,"11","18","Henry","male","male"
"26921","Branch","L. F.","LINN FLATT","Nacogdoches",1887,"2","24","L","male","male"
"26922","Branch","Lafayette","LINN FLATT","Nacogdoches",1887,"5","11","Lafayette","male","male"
"26923","Brewer","Henry E.","LINN FLATT","Nacogdoches",1888,"12","26","Henry","male","male"
"26924","Brewer","Emma","LINN FLATT","Nacogdoches",1895,"6","22","Emma","female","female"
"26925","Bush","G. W.","LINN FLATT","Nacogdoches",1898,"5","27","G","male","male"
"26926","Cunningham","Jas. R.","LINN FLATT","Nacogdoches",1898,"9","30","Jas",NA,"male"
"26927","Watkins","Sam H.","LINN FLATT","Nacogdoches",1899,"1","20","Sam","male","male"
"26928","Weatherly","Hugh M.","LINN FLATT","Nacogdoches",1912,"8","29","Hugh","male","male"
"26929","Lester","Robt. J.","LOONEYVILLE","Nacogdoches",1874,"7","10","Robt","male","male"
"26930","Bush","Geo. W.","LOONEYVILLE","Nacogdoches",1889,"7","15","Geo","male","male"
"26931","Hudson","Forrest","LOONEYVILLE","Nacogdoches",1893,"7","21","Forrest","male","male"
"26932","McCollum","Mary M.","LOONEYVILLE","Nacogdoches",1895,"11","27","Mary","female","female"
"26933","Walker","Sim S.","LUCKNOW","Nacogdoches",1858,"7","1","Sim","male","male"
"26934","Stuckey","Wm. H.","MAHL","Nacogdoches",1902,"2","10","Wm",NA,"male"
"26935","Winder","Jerry L.","MAHL","Nacogdoches",1906,"4","30","Jerry","male","male"
"26936","Salmon","John H.","MAHL","Nacogdoches",1909,"7","29","John","male","male"
"26937","Trawick","Jas. R.","MAHL","Nacogdoches",1910,"5","20","Jas",NA,"male"
"26938","Tatom","Thos. J.","MAHL","Nacogdoches",1913,"9","15","Thos",NA,"male"
"26939","Battle","Guy T.","MAHL","Nacogdoches",1923,"9","29","Guy","male","male"
"26940","Stevens","Susie","MAHL","Nacogdoches",1927,"5","5","Susie","female","female"
"26941","Brown","Bennett R.","MARTIN CITY","Nacogdoches",1879,"11","24","Bennett","male","male"
"26942","Poyner","John H.","MARTIN CITY","Nacogdoches",1886,"11","10","John","male","male"
"26943","Neal","N. H.","MARTIN CITY","Nacogdoches",1887,"2","16","N","female","female"
"26944","Middlebrook","Vernon E.","MARTIN CITY","Nacogdoches",1887,"8","29","Vernon","male","male"
"26945","Crawford","Robt. B.","MARTINSVILLE","Nacogdoches",1867,"10","25","Robt","male","male"
"26946","Martin","John D.","MARTINSVILLE","Nacogdoches",1874,"12","9","John","male","male"
"26947","Brown","Bennett R.","MARTINSVILLE","Nacogdoches",1877,"9","4","Bennett","male","male"
"26948","Lowery","John F.","MARTINSVILLE","Nacogdoches",1879,"3","17","John","male","male"
"26949","Richardson","O. B.","MARTINSVILLE","Nacogdoches",1888,"12","8","O","male","male"
"26950","Caldwell","Wm. E.","MARTINSVILLE","Nacogdoches",1889,"8","20","Wm",NA,"male"
"26951","Barret","Jas. H.","MARTINSVILLE","Nacogdoches",1890,"3","6","Jas",NA,"male"
"26952","Martin","Columbus H.","MARTINSVILLE","Nacogdoches",1891,"11","16","Columbus","male","male"
"26953","Muckleroy","Jas. H.","MARTINSVILLE","Nacogdoches",1892,"3","10","Jas",NA,"male"
"26954","Carnes","Jas. L.","MARTINSVILLE","Nacogdoches",1907,"7","15","Jas",NA,"male"
"26955","Martin","Jos. O.","MARTINSVILLE","Nacogdoches",1910,"12","27","Jos","male","male"
"26956","Fuller","Viola E.","MARTINSVILLE","Nacogdoches",1913,"11","24","Viola","female","female"
"26957","Fuller","Rupert A.","MARTINSVILLE","Nacogdoches",1915,"4","2","Rupert","male","male"
"26958","Stakley","Wm. C.","MAYOTOWN","Nacogdoches",1907,"5","6","Wm",NA,"male"
"26959","Carter","Horace M.","MAYOTOWN","Nacogdoches",1907,"9","19","Horace","male","male"
"26960","Carter","Horace E.","MAYOTOWN","Nacogdoches",1915,"1","29","Horace","male","male"
"26961","Barrett","Claude M.","MAYOTOWN","Nacogdoches",1916,"3","22","Claude","male","male"
"26962","Kiley","Harry V.","MAYOTOWN","Nacogdoches",1916,"7","25","Harry","male","male"
"26963","Craddock","Jos. W.","MAYOTOWN","Nacogdoches",1917,"10","2","Jos","male","male"
"26964","Blake","Claytor","MAYOTOWN","Nacogdoches",1921,"8","31","Claytor",NA,"male"
"26965","Stephens","A.","MELROSE","Nacogdoches",1846,"6","15","A","male","male"
"26966","Brown","B. W.","MELROSE","Nacogdoches",1847,"1","7","B","male","male"
"26967","Stephens","A.","MELROSE","Nacogdoches",1847,"4","30","A","male","male"
"26968","Turner","Wm.","MELROSE","Nacogdoches",1847,"9","7","Wm",NA,"male"
"26969","Hardeman","Blackstone","MELROSE","Nacogdoches",1848,"1","21","Blackstone",NA,"male"
"26970","Wilson","Morgan","MELROSE","Nacogdoches",1849,"12","26","Morgan","male","male"
"26971","Jacobs","Wm.","MELROSE","Nacogdoches",1855,"4","21","Wm",NA,"male"
"26972","Hall","Phil. A. S.","MELROSE","Nacogdoches",1856,"1","19","Phil","male","male"
"26973","Mims","Ransom E.","MELROSE","Nacogdoches",1857,"3","31","Ransom","male","male"
"26974","Speake","Francis A.","MELROSE","Nacogdoches",1858,"1","7","Francis","male","male"
"26975","Wallace","Wm. B.","MELROSE","Nacogdoches",1859,"1","25","Wm",NA,"male"
"26976","Haynes","J. T. B.","MELROSE","Nacogdoches",1860,"12","29","J","male","male"
"26977","Wallace","W. B.","MELROSE","Nacogdoches",1861,"7","12","W","male","male"
"26978","Swift","Jon.","MELROSE","Nacogdoches",1867,"1","29","Jon","male","male"
"26979","Mast","Milton","MELROSE","Nacogdoches",1870,"7","26","Milton","male","male"
"26980","Mast","Jacob","MELROSE","Nacogdoches",1871,"2","1","Jacob","male","male"
"26981","Hardeman","John S.","MELROSE","Nacogdoches",1878,"1","16","John","male","male"
"26982","Williams","Wm. H.","MELROSE","Nacogdoches",1878,"12","9","Wm",NA,"male"
"26983","Swift","T. J.","MELROSE","Nacogdoches",1879,"1","14","T","male","male"
"26984","Mast","Zachary T.","MELROSE","Nacogdoches",1879,"7","14","Zachary","male","male"
"26985","Powers","John W.","MELROSE","Nacogdoches",1884,"12","10","John","male","male"
"26986","Powers","Aletha E.","MELROSE","Nacogdoches",1891,"1","21","Aletha","female","female"
"26987","Mast","Zach T.","MELROSE","Nacogdoches",1899,"5","19","Zach","male","male"
"26988","Swift","Oran F.","MELROSE","Nacogdoches",1904,"1","27","Oran","male","male"
"26989","Mast","Jas. W.","MELROSE","Nacogdoches",1904,"5","26","Jas",NA,"male"
"26990","Mangham","Jas. P.","MELROSE","Nacogdoches",1905,"5","12","Jas",NA,"male"
"26991","Atkinson","Geo. H. W.","MELROSE","Nacogdoches",1907,"1","21","Geo","male","male"
"26992","Whitehead","Rosa L.","MELROSE","Nacogdoches",1907,"3","26","Rosa","female","female"
"26993","Lee","Ida","MELROSE","Nacogdoches",1911,"7","28","Ida","female","female"
"26994","Kendrick","Clodie B.","MELROSE","Nacogdoches",1912,"4","13","Clodie","female","female"
"26995","Tentsch","Richie","MELROSE","Nacogdoches",1920,"12","9","Richie","female","female"
"26996","Barrett","J.","NACOGDOCHES","Nacogdoches",1846,"5","22","J","male","male"
"26997","Forbes","John","NACOGDOCHES","Nacogdoches",1846,"8","19","John","male","male"
"26998","Hotchkiss","Rinaldo","NACOGDOCHES","Nacogdoches",1847,"12","17","Rinaldo","male","male"
"26999","Coen","Ephraim","NACOGDOCHES","Nacogdoches",1848,"2","9","Ephraim","male","male"
"27000","Hubert","Thos. G.","NACOGDOCHES","Nacogdoches",1851,"9","8","Thos",NA,"male"
"27001","Voigt","Fred","NACOGDOCHES","Nacogdoches",1854,"10","26","Fred","male","male"
"27002","Voigt","Fred","NACOGDOCHES","Nacogdoches",1861,"7","12","Fred","male","male"
"27003","Voigt","Wm.","NACOGDOCHES","Nacogdoches",1866,"1","8","Wm",NA,"male"
"27004","Wells","Mrs. Emily S.","NACOGDOCHES","Nacogdoches",1866,"4","16","Emily","female","female"
"27005","Council","Jos. C.","NACOGDOCHES","Nacogdoches",0,"0","12 Aug 187__?","Jos",NA,"male"
"27006","Voigt","Mrs. Margaret L.","NACOGDOCHES","Nacogdoches",1874,"5","4","Margaret","female","female"
"27007","Voigt","Fred. W.","NACOGDOCHES","Nacogdoches",1877,"5","16","Fred","male","male"
"27008","Brown","Benj. R.","NACOGDOCHES","Nacogdoches",1879,"11","24","Benj","male","male"
"27009","Wells","Clifton","NACOGDOCHES","Nacogdoches",1885,"1","19","Clifton","male","male"
"27010","Peevey","Wm. D.","NACOGDOCHES","Nacogdoches",1889,"1","23","Wm",NA,"male"
"27011","Sawyer","Henry H.","NACOGDOCHES","Nacogdoches",1890,"6","2","Henry","male","male"
"27012","Pearson","Wm. B.","NACOGDOCHES","Nacogdoches",1893,"5","4","Wm",NA,"male"
"27013","Cooper","Harry H.","NACOGDOCHES","Nacogdoches",1897,"9","14","Harry","male","male"
"27014","Donigan","A. Y.","NACOGDOCHES","Nacogdoches",1913,"5","29","A","male","male"
"27015","Cooper","Harry H.","NACOGDOCHES","Nacogdoches",1923,"3","3","Harry","male","male"
"27016","Williamson","Henry A.","NACOGDOCHES","Nacogdoches",1927,"12","19","Henry","male","male"
"27017","Jarrell","Nathan","NAT","Nacogdoches",1895,"4","12","Nathan","male","male"
"27018","King","Jefferson Y.","NAT","Nacogdoches",1899,"3","8","Jefferson","male","male"
"27019","King","Benj. F.","NAT","Nacogdoches",1902,"12","30","Benj","male","male"
"27020","Bates","David O.","NAT","Nacogdoches",1907,"4","20","David","male","male"
"27021","Bates","Marion F.","NAT","Nacogdoches",1914,"3","5","Marion","male","male"
"27022","Janell","Earnest M.","NAT","Nacogdoches",1916,"5","20","Earnest","male","male"
"27023","Whitaker","Geo. B.","NAT","Nacogdoches",1920,"3","16","Geo","male","male"
"27024","Greer","Wm. R.","SACUL","Nacogdoches",1903,"6","29","Wm",NA,"male"
"27025","Baucom","Sterling F.","SACUL","Nacogdoches",1904,"2","3","Sterling","male","male"
"27026","Blades","Benj. P.","SACUL","Nacogdoches",1905,"2","17","Benj","male","male"
"27027","Anderson","Boon","SACUL","Nacogdoches",1907,"2","9","Boon","male","male"
"27028","Covington","H. C.","SACUL","Nacogdoches",1907,"8","26","H","male","male"
"27029","Whitmire","Eugene C.","SACUL","Nacogdoches",1907,"10","18","Eugene","male","male"
"27030","Burk","Bart T.","SACUL","Nacogdoches",1909,"2","5","Bart","male","male"
"27031","Burk","Samantha E.","SACUL","Nacogdoches",1915,"1","29","Samantha","female","female"
"27032","Williamson","Samantha E.","SACUL","Nacogdoches",1915,"10","27","Samantha","female","female"
"27033","Corley","Alvin R.","SACUL","Nacogdoches",1922,"4","6","Alvin","male","male"
"27034","Spinks","Enoch J.","SMYRNA","Nacogdoches",1904,"8","5","Enoch","male","male"
"27035","Spinks","Marshal L.","SMYRNA","Nacogdoches",1907,"3","21","Marshal","male","male"
"27036","Wade","Jas. L.","SMYRNA","Nacogdoches",1908,"12","7","Jas",NA,"male"
"27037","Lowell","Jas. A.","SMYRNA","Nacogdoches",1910,"7","18","Jas",NA,"male"
"27038","Nall","Warren D.","STERNE","Nacogdoches",1886,"3","23","Warren","male","male"
"27039","Ross","Sampson L.","STERNE","Nacogdoches",1889,"2","4","Sampson","male","male"
"27040","Melton","Bee L.","STERNE","Nacogdoches",1890,"3","27","Bee","male","male"
"27041","Crawford","Wm. D.","STERNE","Nacogdoches",1891,"5","13","Wm",NA,"male"
"27042","Richardson","Joe","STERNE","Nacogdoches",1894,"4","9","Joe","male","male"
"27043","Stoker","Mack D.","STOKER","Nacogdoches",1899,"3","30","Mack","male","male"
"27044","Swift","W. H.","SWIFT","Nacogdoches",1883,"9","7","W","male","male"
"27045","Swift","Mary","SWIFT","Nacogdoches",1890,"6","11","Mary","female","female"
"27046","Jones","Seaborn T.","SWIFT","Nacogdoches",1890,"9","25","Seaborn","male","male"
"27047","Hall","Bartlett M.","SWIFT","Nacogdoches",1891,"10","15","Bartlett","male","male"
"27048","Cureton","Thos. K.","SWIFT","Nacogdoches",1899,"3","6","Thos",NA,"male"
"27049","Koonce","Thos. J.","SWIFT","Nacogdoches",1902,"6","16","Thos",NA,"male"
"27050","Johnson","Andrew J.","SWIFT","Nacogdoches",1903,"7","22","Andrew","male","male"
"27051","Chamberlain","Annie","SWIFT","Nacogdoches",1904,"9","20","Annie","female","female"
"27052","Whitton","Kate","SWIFT","Nacogdoches",1915,"9","25","Kate","female","female"
"27053","Dennis","Lee W.","SWIFT","Nacogdoches",1917,"2","12","Lee","male","male"
"27054","Whitton","Florence E.","SWIFT","Nacogdoches",1917,"8","20","Florence","female","female"
"27055","Dennis","Lee W.","SWIFT","Nacogdoches",1919,"3","8","Lee","male","male"
"27056","King","General Houston","THORS","Nacogdoches",1886,"1","25","General","male","male"
"27057","Thrash","Lee H.","THRASH","Nacogdoches",1893,"5","10","Lee","male","male"
"27058","Pye","Boswell W.","TOLIVER","Nacogdoches",1888,"5","26","Boswell","male","male"
"27059","Bates","Marion F.","TRAWICK","Nacogdoches",1902,"11","24","Marion","male","male"
"27060","Paine","David E.","TRAWICK","Nacogdoches",1903,"11","16","David","male","male"
"27061","Chancelor","Wm. J.","TRAWICK","Nacogdoches",1920,"6","2","Wm",NA,"male"
"27062","Chancelor","Gola G.","TRAWICK","Nacogdoches",1926,"7","16","Gola","female","female"
"27063","Pitman","Mrs. Gola G.","TRAWICK","Nacogdoches",1926,"12","27","Gola","female","female"
"27064","Box","Wm. J.","TRAWICK","Nacogdoches",1927,"3","8","Wm",NA,"male"
"27065","Parrish","Wm. H.","WODEN","Nacogdoches",1886,"1","25","Wm",NA,"male"
"27066","Dodds","Mrs. Anna","WODEN","Nacogdoches",1886,"6","22","Anna","female","female"
"27067","Green","Anna","WODEN","Nacogdoches",1895,"9","6","Anna","female","female"
"27068","Alders","C. H.","WODEN","Nacogdoches",1899,"6","23","C","male","male"
"27069","King","Michael J.","WODEN","Nacogdoches",1899,"7","1","Michael","male","male"
"27070","Jacobs","Wm. J.","WODEN","Nacogdoches",1922,"11","11","Wm",NA,"male"
"27071","Jacobs Sr.","Wm. J.","WODEN","Nacogdoches",1922,"11","29","Wm",NA,"male"
"27072","Barret","Jas. H.","WODEN","Nacogdoches",1931,"1","17","Jas",NA,"male"
"27073","Bonsman","Carrie L.","WODEN","Nacogdoches",1931,"2","24","Carrie","female","female"
"27074","Fears","Miss Susan L.","WONDERS","Nacogdoches",1871,"4","12","Susan","female","female"
"27075","Fears","Oliver P.","WONDERS","Nacogdoches",1875,"5","24","Oliver","male","male"
"27076","Pounds","David T.","WONDERS","Nacogdoches",0,"0","19 Aug 188__?","David","male","male"
"27077","Miller","Wm. E.","WONDERS","Nacogdoches",1892,"3","12","Wm",NA,"male"
"27078","Jones","J. B.","ANGUS","Navarro",1877,"5","29","J","male","male"
"27079","Stiteler","John B.","ANGUS","Navarro",1877,"10","19","John","male","male"
"27080","Hassell","Jas. G.","ANGUS","Navarro",1878,"11","15","Jas",NA,"male"
"27081","Metcalf","Jas. F.","ANGUS","Navarro",1880,"11","22","Jas",NA,"male"
"27082","Pugh","E.","ANGUS","Navarro",1881,"8","29","E","female","female"
"27083","Guynes","Allen P.","ANGUS","Navarro",1882,"8","28","Allen","male","male"
"27084","McNeal","Wm. E.","ANGUS","Navarro",1888,"1","12","Wm",NA,"male"
"27085","Soape","Thos. H.","ANGUS","Navarro",1889,"1","14","Thos",NA,"male"
"27086","Rogers","Joshua H.","ANGUS","Navarro",1890,"4","11","Joshua","male","male"
"27087","Stewart","Lee","ANGUS","Navarro",1894,"7","5","Lee","male","male"
"27088","Soape","Thos. H.","ANGUS","Navarro",1898,"6","15","Thos",NA,"male"
"27089","Ware","Thos.","ANGUS","Navarro",1906,"10","22","Thos",NA,"male"
"27090","Williams","Jas. M.","ARBOR","Navarro",1892,"11","25","Jas",NA,"male"
"27091","Taylor","Owen","BARRY","Navarro",1886,"5","24","Owen","male","male"
"27092","Varnell","Albert M. G.","BARRY","Navarro",1896,"4","11","Albert","male","male"
"27093","Womack","Francis M.","BARRY","Navarro",1898,"4","15","Francis","male","male"
"27094","Yarber","John F.","BARRY","Navarro",1905,"5","24","John","male","male"
"27095","Mathews","Jos. D.","BARRY","Navarro",1907,"2","11","Jos","male","male"
"27096","McCarty","Geo. J.","BARRY","Navarro",1911,"11","14","Geo","male","male"
"27097","Heaton","Jas. D.","BARRY","Navarro",1914,"10","27","Jas",NA,"male"
"27098","Young","Geo.","BAZETTE","Navarro",1847,"3","8","Geo","male","male"
"27099","Ellison","Wm.","BAZETTE","Navarro",1874,"8","12","Wm",NA,"male"
"27100","McFadden","Geo. T.","BAZETTE","Navarro",1893,"9","28","Geo","male","male"
"27101","Smith","Wm. S.","BAZETTE","Navarro",1897,"9","29","Wm",NA,"male"
"27102","Kirk","Andrew J.","BAZETTE","Navarro",1901,"1","25","Andrew","male","male"
"27103","Vernon","Lewis C.","BAZETTE","Navarro",1901,"8","21","Lewis","male","male"
"27104","Sessions","Wm. D.","BAZETTE","Navarro",1904,"12","31","Wm",NA,"male"
"27105","Glines","Stephen","BIRDSTON","Navarro",1866,"12","10","Stephen","male","male"
"27106","North","John T.","BIRDSTON","Navarro",1868,"4","27","John","male","male"
"27107","Clark","John H.","BIRDSTON","Navarro",1870,"7","5","John","male","male"
"27108","Burton","Miss Virginia","BIRDSTON","Navarro",1870,"12","20","Virginia","female","female"
"27109","Clark","John D.","BIRDSTON","Navarro",1873,"9","5","John","male","male"
"27110","Bonham","Milledge L.","BIRDSTON","Navarro",1883,"3","13","Milledge","male","male"
"27111","McConnico","Chris. J.","BIRDSTON","Navarro",1888,"5","23","Chris","male","male"
"27112","McConnico","Wm. W.","BIRDSTON","Navarro",1893,"4","14","Wm",NA,"male"
"27113","McConnico","Chris. J.","BIRDSTON","Navarro",1896,"3","6","Chris","male","male"
"27114","Glass","Wm. H.","BLOOMING GROVE","Navarro",1871,"8","7","Wm",NA,"male"
"27115","Buck","Talcott F.","BLOOMING GROVE","Navarro",1873,"2","26","Talcott","male","male"
"27116","Brown","Bartley J.","BLOOMING GROVE","Navarro",1874,"3","3","Bartley","male","male"
"27117","Ewing","Ephraim M.","BLOOMING GROVE","Navarro",1875,"9","24","Ephraim","male","male"
"27118","Johnston","Thos. F.","BLOOMING GROVE","Navarro",1879,"7","7","Thos",NA,"male"
"27119","Jack","Thos. H.","BLOOMING GROVE","Navarro",1883,"4","12","Thos",NA,"male"
"27120","Howard","John P.","BLOOMING GROVE","Navarro",1885,"8","3","John","male","male"
"27121","Grady","Wm. D.","BLOOMING GROVE","Navarro",1889,"8","20","Wm",NA,"male"
"27122","Carroll","Benj. F.","BLOOMING GROVE","Navarro",1893,"10","7","Benj","male","male"
"27123","Langston","Robt. A.","BLOOMING GROVE","Navarro",1898,"3","10","Robt","male","male"
